FNUS84 KEWX 232046
FWMEWX

FCST,417902,221024,13,8,75,90,1,5,249,11,M,86,70,100,45,0,6,N
FCST,417902,221025,13,0,73,31,5,3,319,11,M,78,53,97,31,4,0,N
FCST,417902,221026,13,0,76,28,1,1,140,05,M,76,49,69,28,0,0,N
FCST,417902,221027,13,1,77,46,1,3,150,10,M,77,51,82,27,0,0,N
FCST,417902,221028,13,1,71,66,3,3,329,09,M,79,60,91,45,0,0,N
FCST,417902,221029,13,1,69,50,2,1,349,10,M,72,52,86,50,0,0,N
FCST,417902,221030,13,0,74,44,1,1,269,04,M,74,48,91,44,0,0,N
FCST,417901,221024,13,2,77,73,1,4,244,11,M,84,68,100,43,0,0,N
FCST,417901,221025,13,0,72,25,3,3,329,13,M,81,49,76,24,0,0,N
FCST,417901,221026,13,0,75,24,1,1,160,07,M,75,41,84,23,0,0,N
FCST,417901,221027,13,1,76,46,1,3,160,11,M,77,48,91,22,0,0,N
FCST,417901,221028,13,1,71,52,3,3,319,11,M,78,58,99,45,0,0,N
FCST,417901,221029,13,1,68,45,1,1,349,11,M,72,47,97,44,0,0,N
FCST,417901,221030,13,0,72,38,1,1,264,04,M,73,44,100,37,0,0,N
FCST,415501,221024,13,8,77,84,1,4,189,11,M,87,70,97,45,0,0,N
FCST,415501,221025,13,0,73,33,4,4,329,13,M,78,53,100,33,0,0,N
FCST,415501,221026,13,0,77,29,1,1,110,04,M,77,44,92,28,0,0,N
FCST,415501,221027,13,1,79,42,1,3,140,08,M,79,46,98,26,0,0,N
FCST,415501,221028,13,1,72,69,3,3,339,09,M,81,59,100,39,0,0,N
FCST,415501,221029,13,1,70,50,3,1,349,11,M,73,50,100,49,0,0,N
FCST,415501,221030,13,0,74,45,1,1,339,04,M,74,45,100,44,0,0,N
FCST,418101,221024,13,2,79,81,1,4,199,10,M,86,68,100,46,0,0,N
FCST,418101,221025,13,0,75,25,3,3,339,11,M,83,51,84,25,0,0,N
FCST,418101,221026,13,0,78,25,1,1,150,06,M,78,43,82,25,0,0,N
FCST,418101,221027,13,1,79,50,1,3,160,10,M,80,49,95,24,0,0,N
FCST,418101,221028,13,1,74,52,3,3,319,11,M,81,60,100,48,0,0,N
FCST,418101,221029,13,1,71,45,1,1,357,11,M,75,48,95,43,0,0,N
FCST,418101,221030,13,0,75,39,1,1,234,03,M,75,45,100,38,0,0,N
FCST,415602,221024,13,3,79,80,1,5,160,12,M,86,72,90,46,0,0,N
FCST,415602,221025,13,0,73,35,5,5,329,13,M,80,57,100,35,0,0,N
FCST,415602,221026,13,0,76,27,1,1,70,03,M,76,47,82,27,0,0,N
FCST,415602,221027,13,1,79,41,1,3,140,08,M,79,50,84,26,0,0,N
FCST,415602,221028,13,1,73,68,3,3,329,09,M,80,61,98,40,0,0,N
FCST,415602,221029,13,1,71,52,3,1,339,11,M,74,53,97,51,0,0,N
FCST,415602,221030,13,0,74,47,1,1,339,04,M,74,50,94,46,0,0,N
FCST,418001,221024,13,1,83,55,1,3,339,07,M,83,68,100,54,0,0,N
FCST,418001,221025,13,0,74,22,1,1,319,09,M,85,52,55,22,0,0,N
FCST,418001,221026,13,0,76,27,1,1,160,11,M,76,51,59,21,0,0,N
FCST,418001,221027,13,1,75,60,1,2,160,12,M,78,55,81,26,0,0,N
FCST,418001,221028,13,0,73,36,2,3,319,17,M,77,60,92,36,0,0,N
FCST,418001,221029,13,0,72,40,1,1,349,08,M,74,50,85,34,0,0,N
FCST,418001,221030,13,0,73,40,1,1,180,06,M,73,48,88,38,0,0,N
FCST,418102,221024,13,1,86,60,1,3,199,07,M,87,72,93,45,0,0,N
FCST,418102,221025,13,0,78,21,3,3,339,10,M,89,58,62,20,0,0,N
FCST,418102,221026,13,0,80,23,1,1,130,07,M,80,50,69,20,0,0,N
FCST,418102,221027,13,1,81,53,1,2,140,10,M,82,55,92,21,0,0,N
FCST,418102,221028,13,0,79,42,2,3,319,13,M,81,65,100,42,0,0,N
FCST,418102,221029,13,0,75,38,1,1,349,08,M,80,54,80,36,0,0,N
FCST,418102,221030,13,0,76,37,1,1,170,03,M,76,51,85,35,0,0,N
FCST,417903,221024,13,8,74,87,1,5,239,13,M,85,69,100,45,0,6,N
FCST,417903,221025,13,0,72,30,5,3,319,12,M,76,51,97,30,4,0,N
FCST,417903,221026,13,0,76,27,1,1,140,06,M,76,47,73,27,0,0,N
FCST,417903,221027,13,1,77,45,1,3,160,11,M,77,49,85,27,0,0,N
FCST,417903,221028,13,1,70,63,3,3,329,09,M,78,59,93,44,0,0,N
FCST,417903,221029,13,1,69,49,2,1,349,11,M,71,50,95,49,0,0,N
FCST,417903,221030,13,0,73,41,1,1,269,05,M,73,46,95,41,0,0,N
FCST,418002,221024,13,0,77,50,2,3,269,08,M,81,66,100,47,0,0,N
FCST,418002,221025,13,0,71,22,1,1,319,07,M,80,47,67,22,0,0,N
