FNUS84 KCRP 232005
FWMCRP

FCST,418201,221024,13,1,87,60,1,4,S,12,M,88,70,100,45,0,0,Y
FCST,418201,221025,13,0,78,26,4,4,N,10,M,90,59,93,25,0,0,N
FCST,418201,221026,13,0,80,25,1,1,E,08,M,80,49,77,23,0,0,N
FCST,418201,221027,13,1,84,50,1,2,SE,11,M,84,56,96,23,0,0,N
FCST,418201,221028,13,1,80,51,2,3,NW,12,M,84,64,100,49,0,0,N
FCST,418201,221029,13,0,75,41,2,1,N,10,M,82,53,89,39,0,0,N
FCST,418201,221030,13,0,78,38,1,1,E,03,M,78,50,96,37,0,0,N
FCST,418202,221024,13,2,84,70,1,5,S,18,M,86,72,93,53,0,0,Y
FCST,418202,221025,13,0,77,31,5,5,NNW,13,M,85,61,97,31,11,0,N
FCST,418202,221026,13,0,81,25,1,1,ENE,06,M,81,49,83,25,0,0,N
FCST,418202,221027,13,1,83,48,1,3,SE,11,M,83,54,90,25,0,0,N
FCST,418202,221028,13,1,79,60,3,3,WNW,10,M,83,64,100,47,0,0,Y
FCST,418202,221029,13,1,75,47,3,1,NNW,11,M,79,55,93,47,0,0,N
FCST,418202,221030,13,0,78,42,1,1,N,05,M,78,52,93,42,0,0,N
FCST,418203,221024,13,2,84,70,1,5,S,18,M,86,72,93,53,0,0,Y
FCST,418203,221025,13,0,77,31,5,5,NNW,13,M,85,61,97,31,11,0,N
FCST,418203,221026,13,0,81,25,1,1,ENE,06,M,81,49,83,25,0,0,N
FCST,418203,221027,13,1,83,48,1,3,SE,11,M,83,54,90,25,0,0,N
FCST,418203,221028,13,1,79,60,3,3,WNW,10,M,83,64,100,47,0,0,Y
FCST,418203,221029,13,1,75,47,3,1,NNW,11,M,79,55,93,47,0,0,N
FCST,418203,221030,13,0,78,42,1,1,N,05,M,78,52,93,42,0,0,N
FCST,418502,221024,13,2,83,77,1,4,S,18,M,84,70,100,62,0,0,Y
FCST,418502,221025,13,0,77,37,4,5,NNW,12,M,83,61,98,36,10,0,N
FCST,418502,221026,13,0,77,38,1,1,E,08,M,78,53,83,35,0,0,N
FCST,418502,221027,13,1,80,61,1,3,ESE,12,M,80,59,97,36,0,0,N
FCST,418502,221028,13,1,81,68,3,4,W,12,M,81,65,100,60,0,0,Y
FCST,418502,221029,13,1,74,54,3,1,NNW,13,M,81,54,100,52,0,0,N
FCST,418502,221030,13,0,76,51,1,1,NE,06,M,76,53,100,49,0,0,N
FCST,418503,221024,13,2,82,77,1,4,S,18,M,82,74,93,69,0,0,N
FCST,418503,221025,13,0,75,41,4,5,NNW,13,M,82,65,94,40,8,1,N
FCST,418503,221026,13,0,76,44,1,1,ENE,10,M,77,62,70,38,0,0,N
FCST,418503,221027,13,1,80,63,1,3,ESE,13,M,80,67,82,43,0,0,N
FCST,418503,221028,13,1,81,70,3,4,W,12,M,81,70,100,62,0,0,Y
FCST,418503,221029,13,1,72,58,3,1,NNW,14,M,81,61,90,57,0,0,N
FCST,418503,221030,13,0,75,53,1,1,NE,05,M,75,61,82,51,0,0,N
FCST,418504,221024,13,1,87,61,1,4,S,13,M,88,72,97,49,0,0,Y
FCST,418504,221025,13,0,78,26,4,4,N,11,M,90,64,95,25,0,0,N
FCST,418504,221026,13,0,81,29,1,1,E,09,M,81,51,80,25,0,0,N
FCST,418504,221027,13,2,83,57,1,2,SE,10,M,83,59,96,28,0,0,N
FCST,418504,221028,13,1,83,47,2,3,NW,14,M,83,67,100,47,0,0,N
FCST,418504,221029,13,0,75,43,2,1,N,11,M,84,55,84,41,0,0,N
FCST,418504,221030,13,0,78,40,1,1,NE,04,M,79,53,89,39,0,0,N
FCST,418402,221024,13,1,89,52,1,3,SSW,08,M,90,74,90,43,0,0,N
FCST,418402,221025,13,0,80,20,3,3,N,09,M,93,61,54,20,0,0,N
FCST,418402,221026,13,0,84,21,1,1,ESE,08,M,84,53,66,18,0,0,N
FCST,418402,221027,13,1,84,47,1,2,SE,10,M,85,59,87,20,0,0,N
FCST,418402,221028,13,0,82,37,2,2,NW,16,M,85,67,97,37,0,0,N
FCST,418402,221029,13,0,78,35,1,1,N,09,M,83,56,77,32,0,0,N
FCST,418402,221030,13,0,80,33,1,1,S,04,M,80,54,80,31,0,0,N
